facility_id,facility_id_version,facility_name,provider_name,address,suburb,state,postcode,latitude,longitude,care_type,classification_code,classification_label,evidence_state,overall_rating,residents_experience_rating,staffing_rating,compliance_rating,quality_measures_rating,care_quality_score,care_quality_available,rating_fields_available,care_quality_evidence_coverage,rating_period,rating_source,star_ratings_match_status,visit_static_score,visit_static_available,visit_static_fields_available,visit_static_evidence_coverage,public_transport_score,public_transport_available,nearest_public_transport_distance_m,public_transport_count_within_radius,public_transport_radius_m,public_transport_source_name,public_transport_source_url,public_transport_source_period,parking_score,parking_available,nearest_parking_distance_m,parking_count_within_radius,parking_radius_m,parking_source_name,parking_source_url,parking_source_period,accessible_toilet_score,accessible_toilet_available,nearest_accessible_toilet_distance_m,accessible_toilet_count_within_radius,accessible_toilet_radius_m,accessible_toilet_source_name,accessible_toilet_source_url,accessible_toilet_source_period,toilet_score,toilet_available,nearest_toilet_distance_m,toilet_count_within_radius,toilet_radius_m,toilet_source_name,toilet_source_url,toilet_source_period,surrounding_support_score,surrounding_support_available,surrounding_fields_available,surrounding_evidence_coverage,healthcare_score,healthcare_available,nearest_healthcare_distance_m,healthcare_count_within_radius,healthcare_radius_m,healthcare_source_name,healthcare_source_url,healthcare_source_period,pharmacy_score,pharmacy_available,nearest_pharmacy_distance_m,pharmacy_count_within_radius,pharmacy_radius_m,pharmacy_source_name,pharmacy_source_url,pharmacy_source_period,open_space_score,open_space_available,nearest_open_space_distance_m,open_space_count_within_radius,open_space_radius_m,open_space_source_name,open_space_source_url,open_space_source_period,open_space_marker_latitude,open_space_marker_longitude,community_support_score,community_support_available,nearest_community_support_distance_m,community_support_count_within_radius,community_support_radius_m,community_support_source_name,community_support_source_url,community_support_source_period,default_care_quality_weight,default_visit_practicality_weight,default_surrounding_support_weight,full_fit_ready
00bdfbe0-18fa-59f7-a485-dfffd67fb32e,v1,Wintringham Tom Fitzgerald,WINTRINGHAM LIMITED,55 Wyndham Street,SHEPPARTON,VIC,3630,-36.371561,145.401526,Residential,NOT_CONFIRMED,Not Confirmed,NO_UNAMBIGUOUS_MATCH,4,4,2,5,5,80,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,69.073117,true,3,100,89.892817,true,101.072,62,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,64.232959,true,357.67,47,1000,OpenStreetMap contributors,https://www.openstreetmap.org/way/50198168,2026-09-12T04:47:49Z,53.093575,true,703.596,5,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,53.093575,true,703.596,6,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,81.432777,true,3,75,96.77139,true,96.858,21,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/11541807223,2026-09-12T04:47:49Z,70.464909,true,590.702,3,2000,OpenStreetMap contributors,https://www.openstreetmap.org/node/11433324311,2026-09-12T04:47:49Z,,false,,0,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,,,77.062033,true,688.139,2,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/12698075826,2026-09-12T04:47:49Z,55,25,20,true
013e5581-1b20-5731-835f-f786792c3f7c,v1,Oxa Care,Oxha Health Pty Ltd,513 High Street,EPPING,VIC,3076,-37.658181,145.019425,Residential,NOT_CONFIRMED,Not Confirmed,NO_UNAMBIGUOUS_MATCH,4,3,2,5,4,70,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,93.018757,true,3,100,95.198404,true,48.016,50,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,94.544466,true,54.555,89,1000,OpenStreetMap contributors,https://www.openstreetmap.org/way/466522457,2026-09-12T04:47:49Z,89.313402,true,160.299,15,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,89.313402,true,160.299,15,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,77.062683,true,4,100,95.540626,true,133.781,25,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/5429069424,2026-09-12T04:47:49Z,79.86612,true,402.678,7,2000,OpenStreetMap contributors,https://www.openstreetmap.org/node/5927842086,2026-09-12T04:47:49Z,88.236119,true,176.458,35,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,-37.660467,145.015793,44.607865,true,1661.764,6,3000,OpenStreetMap contributors,https://www.openstreetmap.org/way/539984173,2026-09-12T04:47:49Z,55,25,20,true
01509159-9189-54cb-bd5a-8d38a570ceab,v1,Estia Health Wodonga,Estia Investments Pty Ltd,240 Felltimber Creek Road,WODONGA,VIC,3690,-36.131627,146.838725,Residential,NOT_CONFIRMED,Not Confirmed,MATCHED_NO_DEMENTIA_LISTING,4,4,1,5,4,70,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,26.648988,true,2,67,53.297976,true,467.02,1,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,,false,,0,1000,OpenStreetMap contributors,https://www.openstreetmap.org/copyright,2026-09-12T04:47:49Z,0,true,,0,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,0,true,,0,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,,false,2,50,32.982768,true,2010.517,4,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/3401591107,2026-09-12T04:47:49Z,,false,,0,2000,OpenStreetMap contributors,https://www.openstreetmap.org/copyright,2026-09-12T04:47:49Z,,false,,0,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,,,98.734541,true,37.964,3,3000,OpenStreetMap contributors,https://www.openstreetmap.org/way/911396527,2026-09-12T04:47:49Z,55,25,20,false
01d1770c-2253-5f1f-be49-8c0dd15bedf9,v1,Maculata Place,Shepparton Retirement Villages Inc,124 Maculata Drive,SHEPPARTON,VIC,3630,-36.36423,145.39258,Residential,NOT_CONFIRMED,Not Confirmed,NO_UNAMBIGUOUS_MATCH,4,4,3,5,2,70,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,68.507234,true,3,100,87.458281,true,125.417,58,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,92.869018,true,71.31,14,1000,OpenStreetMap contributors,https://www.openstreetmap.org/way/995121501,2026-09-12T04:47:49Z,25.194402,true,1122.084,1,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,25.194402,true,1122.084,2,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,44.643257,true,3,75,66.925235,true,992.243,20,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/11541807224,2026-09-12T04:47:49Z,21.760243,true,1564.795,2,2000,OpenStreetMap contributors,https://www.openstreetmap.org/node/11433324311,2026-09-12T04:47:49Z,,false,,0,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,,,45.244294,true,1642.671,3,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/12698075826,2026-09-12T04:47:49Z,55,25,20,true
020835b3-7c01-5e61-b95c-9ab49eac1dfe,v1,Warramunda Village Hostel,Warramunda Village Ltd,Warramunda Drive,KYABRAM,VIC,3620,-36.31692,145.041876,Residential,NOT_CONFIRMED,Not Confirmed,NO_UNAMBIGUOUS_MATCH,3,4,2,4,3,65,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,70.792018,true,3,100,42.045234,true,579.548,2,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,96.37992,true,36.201,45,1000,OpenStreetMap contributors,https://www.openstreetmap.org/way/1203849638,2026-09-12T04:47:49Z,73.9509,true,390.737,2,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,73.9509,true,390.737,7,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,88.809002,true,3,75,94.9253,true,152.241,2,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/4215016840,2026-09-12T04:47:49Z,71.720917,true,565.582,1,2000,OpenStreetMap contributors,https://www.openstreetmap.org/node/2670838355,2026-09-12T04:47:49Z,,false,,0,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,,,99.780788,true,6.576,2,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/11539757561,2026-09-12T04:47:49Z,55,25,20,true
023761e4-0342-5634-a5ed-cb045f2b9fe2,v1,Embracia Moonee Valley,Embracia Victoria Pty Ltd,76-86 North Road,AVONDALE HEIGHTS,VIC,3034,-37.75534,144.855416,Residential,DEMENTIA_EXPERTISE,Expertise in Dementia Care,LISTED_DEMENTIA_SPECIALISATION,3,3,1,5,3,60,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,77.502146,true,3,100,92.754617,true,72.454,29,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,65.309836,true,346.902,21,1000,OpenStreetMap contributors,https://www.openstreetmap.org/way/1537968669,2026-09-12T04:47:49Z,74.441985,true,383.37,4,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,74.441985,true,383.37,4,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,78.903025,true,4,100,69.232137,true,923.036,8,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/12412221367,2026-09-12T04:47:49Z,55.20043,true,895.991,2,2000,OpenStreetMap contributors,https://www.openstreetmap.org/node/1958574666,2026-09-12T04:47:49Z,92.158918,true,117.616,65,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,-37.75424,144.854543,99.020617,true,29.381,11,3000,OpenStreetMap contributors,https://www.openstreetmap.org/way/292820514,2026-09-12T04:47:49Z,55,25,20,true
028ba79a-7bed-5e6b-95cb-cdc44c9bccd6,v1,Regis Ontario,Regis Aged Care Pty Ltd,382 - 404 Ontario Avenue,MILDURA,VIC,3500,-34.194934,142.131155,Residential,NOT_CONFIRMED,Not Confirmed,NO_UNAMBIGUOUS_MATCH,4,4,1,5,5,75,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,68.763774,true,3,100,94.615133,true,53.849,37,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,99.482973,true,5.17,4,1000,OpenStreetMap contributors,https://www.openstreetmap.org/relation/15661956,2026-09-12T04:47:49Z,12.193215,true,1317.102,1,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,12.193215,true,1317.102,2,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,50.01101,true,3,75,51.320867,true,1460.374,4,3000,OpenStreetMap contributors,https://www.openstreetmap.org/way/295344938,2026-09-12T04:47:49Z,22.80002,true,1544,1,2000,OpenStreetMap contributors,https://www.openstreetmap.org/node/10307752353,2026-09-12T04:47:49Z,,false,,0,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,,,75.912142,true,722.636,5,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/8998546302,2026-09-12T04:47:49Z,55,25,20,true
03007ccc-ceaf-5385-935a-15a9df39893f,v1,Bupa Templestowe,Bupa Aged Care Australia Pty Ltd,222-228 Serpells Road,TEMPLESTOWE,VIC,3106,-37.767209,145.153398,Residential,NOT_CONFIRMED,Not Confirmed,MATCHED_NO_DEMENTIA_LISTING,3,3,2,5,3,65,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,76.840166,true,3,100,89.554279,true,104.457,46,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,90.185914,true,98.141,7,1000,OpenStreetMap contributors,https://www.openstreetmap.org/way/858730157,2026-09-12T04:47:49Z,50.780304,true,738.295,7,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,50.780304,true,738.295,8,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,51.972621,true,4,100,43.913512,true,1682.595,20,3000,OpenStreetMap contributors,https://www.openstreetmap.org/node/2702166276,2026-09-12T04:47:49Z,29.238049,true,1415.239,2,2000,OpenStreetMap contributors,https://www.openstreetmap.org/node/13161527737,2026-09-12T04:47:49Z,85.232308,true,221.515,55,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,-37.77001,145.152974,49.506615,true,1514.802,7,3000,OpenStreetMap contributors,https://www.openstreetmap.org/way/1229841793,2026-09-12T04:47:49Z,55,25,20,true
037fa02f-880c-5216-8722-7300c900f8cc,v1,Tabulam & Templer Home for the Aged,Tabulam & Templer Homes for the Aged Inc,31 - 41 Elizabeth Street,BAYSWATER,VIC,3153,-37.855236,145.26252,Residential,NOT_CONFIRMED,Not Confirmed,NO_UNAMBIGUOUS_MATCH,4,4,4,5,3,80,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,51.749632,true,3,100,68.800124,true,311.999,31,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,86.448772,true,135.512,15,1000,OpenStreetMap contributors,https://www.openstreetmap.org/way/1083429101,2026-09-12T04:47:49Z,0,true,,0,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,0,true,,0,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,75.99973,true,4,100,82.913133,true,512.606,22,3000,OpenStreetMap contributors,https://www.openstreetmap.org/way/1395649871,2026-09-12T04:47:49Z,24.033695,true,1519.326,5,2000,OpenStreetMap contributors,https://www.openstreetmap.org/node/11092874068,2026-09-12T04:47:49Z,98.992423,true,15.114,41,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,-37.855868,145.262849,98.059669,true,58.21,21,3000,OpenStreetMap contributors,https://www.openstreetmap.org/way/1019653500,2026-09-12T04:47:49Z,55,25,20,true
03dadfbb-da1c-508b-96b6-a17a5bf3554b,v1,Westmont Homestead,Westmont Aged Care Services Limited,265 Baranduda Boulevard,BARANDUDA,VIC,3691,-36.172099,146.934283,Residential,DEMENTIA_EXPERTISE,Expertise in Dementia Care,LISTED_DEMENTIA_SPECIALISATION,3,4,4,3,2,65,true,4,100,August 2026,Official Star Ratings quarterly data extract — August 2026,MATCHED,32.692482,true,3,100,0,true,,0,1000,Transport Victoria GTFS Schedule,https://www.ptv.vic.gov.au/footer/data-and-reporting/datasets/ptv-timetable-api/,2026-09-11..2026-09-17,90.23395,true,97.66,9,1000,OpenStreetMap contributors,https://www.openstreetmap.org/way/460850715,2026-09-12T04:47:49Z,7.843497,true,1382.348,1,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,7.843497,true,1382.348,1,1500,National Public Toilet Map,https://toiletmap.gov.au/,2026-09-11,,false,1,25,,false,,0,3000,OpenStreetMap contributors,https://www.openstreetmap.org/copyright,2026-09-12T04:47:49Z,,false,,0,2000,OpenStreetMap contributors,https://www.openstreetmap.org/copyright,2026-09-12T04:47:49Z,,false,,0,1500,VEAC Metropolitan Melbourne Open Space Inventory,https://discover.data.vic.gov.au/dataset/veac-metropolitan-melbourne-open-space-inventory,2009-09-14..2011-08-29,,,53.558314,true,1393.251,2,3000,OpenStreetMap contributors,https://www.openstreetmap.org/way/461018990,2026-09-12T04:47:49Z,55,25,20,false
